mes,dia,hora,temperatura,humedad,viento,alquiladas
4,6,12,0.32,0.81,0.1343,184
4,6,13,0.34,0.81,0.1343,137
4,6,14,0.32,0.76,0.3284,190
4,6,15,0.34,0.76,0.3881,136
4,6,16,0.38,0.62,0.3284,196
4,6,17,0.38,0.54,0.3582,184
4,6,18,0.38,0.54,0.19399999999999998,179
4,6,19,0.36,0.53,0.3582,148
4,6,20,0.34,0.53,0.2836,85
4,6,21,0.32,0.61,0.2537,77
4,6,22,0.32,0.61,0.2985,55
4,6,23,0.32,0.61,0.1642,53
4,0,0,0.3,0.65,0.19399999999999998,39
4,0,1,0.3,0.61,0.1045,34
4,0,2,0.26,0.7,0.1343,24
4,0,3,0.3,0.61,0.0,11
4,0,4,0.28,0.7,0.0896,3
4,0,5,0.28,0.65,0.2239,5
4,0,6,0.28,0.65,0.19399999999999998,33
4,0,7,0.32,0.57,0.2239,33
4,0,8,0.34,0.57,0.1642,62
4,0,9,0.36,0.5,0.4925,142
4,0,10,0.4,0.43,0.4179,215
4,0,11,0.42,0.41,0.2537,243
4,0,12,0.44,0.38,0.2836,313
4,0,13,0.44,0.33,0.2985,367
4,0,14,0.46,0.31,0.1343,349
4,0,15,0.46,0.33,0.0,292
4,0,16,0.46,0.31,0.19399999999999998,303
4,0,17,0.46,0.28,0.1343,274
4,0,18,0.46,0.31,0.0,172
4,0,19,0.42,0.44,0.19399999999999998,144
4,0,20,0.42,0.41,0.2239,79
4,0,21,0.42,0.44,0.2239,45
4,0,22,0.4,0.43,0.1045,36
4,0,23,0.4,0.5,0.0896,31
4,1,0,0.4,0.5,0.2239,6
4,1,1,0.4,0.56,0.3582,11
4,1,2,0.38,0.66,0.2537,2
4,1,3,0.38,0.66,0.2836,1
4,1,4,0.38,0.71,0.2985,2
4,1,5,0.4,0.62,0.2537,7
4,1,6,0.42,0.58,0.2836,46
4,1,7,0.44,0.54,0.2537,157
4,1,8,0.46,0.55,0.2985,339
4,1,9,0.5,0.51,0.3881,158
4,1,10,0.54,0.45,0.3582,90
4,1,11,0.6,0.4,0.3881,124
4,1,12,0.64,0.36,0.4627,157
4,1,13,0.68,0.34,0.3284,139
4,1,14,0.74,0.27,0.4925,123
4,1,15,0.76,0.23,0.5522,143
4,1,16,0.76,0.22,0.5224,189
4,1,17,0.74,0.23,0.6119,366
4,1,18,0.72,0.23,0.4925,386
4,1,19,0.7,0.24,0.4627,278
4,1,20,0.7,0.24,0.5522,173
4,1,21,0.7,0.3,0.4478,95
4,1,22,0.68,0.36,0.4627,75
4,1,23,0.64,0.47,0.2239,48
4,2,0,0.62,0.5,0.1045,22
4,2,1,0.62,0.57,0.4179,15
4,2,2,0.54,0.73,0.3284,5
4,2,3,0.54,0.73,0.3284,4
4,2,4,0.5,0.88,0.4925,2
4,2,5,0.46,0.94,0.2985,5
4,2,6,0.48,0.88,0.3284,38
4,2,7,0.48,0.88,0.3284,134
4,2,8,0.38,0.87,0.5821,157
4,2,9,0.36,0.87,0.4925,46
4,2,10,0.34,0.81,0.3881,28
4,2,11,0.32,0.81,0.4478,19
4,2,12,0.34,0.71,0.3881,38
4,2,13,0.36,0.63,0.4179,56
4,2,14,0.36,0.57,0.4925,76
4,2,15,0.4,0.46,0.4627,68
4,2,16,0.38,0.46,0.4179,130
4,2,17,0.42,0.38,0.4179,273
4,2,18,0.38,0.4,0.4925,267
4,2,19,0.36,0.43,0.2985,160
4,2,20,0.34,0.46,0.2836,91
4,2,21,0.34,0.46,0.5224,89
4,2,22,0.32,0.49,0.2985,46
4,2,23,0.3,0.49,0.2836,26
4,3,0,0.3,0.49,0.1045,15
4,3,1,0.26,0.6,0.1343,2
4,3,2,0.24,0.7,0.1343,5
4,3,3,0.26,0.6,0.1343,4
4,3,4,0.24,0.65,0.1343,1
4,3,5,0.24,0.7,0.1045,13
4,3,6,0.24,0.7,0.1045,56
4,3,7,0.26,0.65,0.1045,133
4,3,8,0.32,0.61,0.2239,325
4,3,9,0.36,0.46,0.2537,165
4,3,10,0.4,0.37,0.3881,69
4,3,11,0.42,0.38,0.3881,93
4,3,12,0.44,0.41,0.2537,134
4,3,13,0.46,0.38,0.4925,112
4,3,14,0.5,0.34,0.4179,115
4,3,15,0.52,0.32,0.3284,117
4,3,16,0.54,0.28,0.4179,169
4,3,17,0.52,0.32,0.4478,356
4,3,18,0.52,0.29,0.3582,325
4,3,19,0.5,0.31,0.2985,232
4,3,20,0.46,0.51,0.2239,141
4,3,21,0.46,0.41,0.2836,102
4,3,22,0.46,0.41,0.2836,84
4,3,23,0.46,0.41,0.2985,40
4,4,0,0.46,0.41,0.2836,20
4,4,1,0.42,0.47,0.1343,13
4,4,2,0.42,0.54,0.0,7
4,4,3,0.36,0.66,0.19399999999999998,3
4,4,4,0.34,0.76,0.19399999999999998,1
4,4,5,0.34,0.76,0.2239,6
4,4,6,0.32,0.81,0.2537,64
4,4,7,0.34,0.76,0.1642,160
4,4,8,0.36,0.76,0.19399999999999998,314
4,4,9,0.4,0.66,0.1343,170
4,4,10,0.42,0.67,0.1045,95
4,4,11,0.46,0.55,0.0,122
4,4,12,0.46,0.55,0.0,153
4,4,13,0.52,0.48,0.0896,135
4,4,14,0.56,0.43,0.0896,157
4,4,15,0.6,0.38,0.1045,160
4,4,16,0.6,0.35,0.0,213
4,4,17,0.52,0.52,0.2836,343
4,4,18,0.48,0.55,0.2537,333
4,4,19,0.46,0.59,0.2985,226
4,4,20,0.44,0.62,0.1642,203
4,4,21,0.44,0.67,0.2836,108
4,4,22,0.4,0.76,0.19399999999999998,81
4,4,23,0.38,0.76,0.2537,54
4,5,0,0.36,0.76,0.2239,25
4,5,1,0.34,0.76,0.1343,9
4,5,2,0.34,0.76,0.1642,13
4,5,3,0.34,0.76,0.1642,1
4,5,4,0.34,0.86,0.1343,1
4,5,5,0.32,0.87,0.19399999999999998,9
4,5,6,0.34,0.87,0.0,35
4,5,7,0.34,0.87,0.1642,113
4,5,8,0.34,0.87,0.1642,221
4,5,9,0.36,0.76,0.19399999999999998,185
4,5,10,0.36,0.71,0.2836,73
4,5,11,0.4,0.62,0.3881,98
4,5,12,0.38,0.66,0.2239,80
4,5,13,0.36,0.76,0.2836,42
4,5,14,0.34,0.87,0.2239,15
4,5,15,0.34,0.87,0.2239,25
4,5,16,0.32,0.93,0.2537,60
4,5,17,0.32,0.93,0.2537,148
4,5,18,0.32,0.93,0.2537,62
4,5,19,0.3,0.93,0.4179,53
4,5,20,0.3,0.93,0.3284,63
4,5,21,0.3,0.93,0.2537,54
4,5,22,0.3,0.93,0.2985,51
4,5,23,0.3,0.93,0.2239,35
4,6,0,0.3,0.87,0.2239,31
4,6,1,0.3,0.87,0.1343,20
4,6,2,0.32,0.87,0.2239,17
4,6,3,0.3,1.0,0.2537,14
4,6,4,0.3,1.0,0.2537,3
4,6,5,0.3,0.93,0.2239,5
4,6,6,0.3,0.93,0.19399999999999998,13
4,6,7,0.3,0.93,0.1642,21
4,6,8,0.32,0.93,0.1642,54
4,6,9,0.34,0.87,0.1045,98
4,6,10,0.34,0.87,0.1343,133
4,6,11,0.36,0.81,0.0,142
4,6,12,0.36,0.81,0.1343,202
4,6,13,0.36,0.81,0.0,222
4,6,14,0.36,0.81,0.1343,212
4,6,15,0.36,0.87,0.0,201
4,6,16,0.38,0.82,0.0,191
4,6,17,0.38,0.82,0.0896,257
4,6,18,0.38,0.82,0.1045,177
4,6,19,0.38,0.82,0.1343,130
4,6,20,0.38,0.87,0.1642,93
4,6,21,0.36,0.93,0.1343,75
4,6,22,0.36,0.93,0.1343,87
4,6,23,0.38,0.87,0.0896,57
4,0,0,0.38,0.87,0.0896,53
4,0,1,0.38,0.87,0.1343,37
4,0,2,0.38,0.87,0.0896,36
4,0,3,0.38,0.87,0.1343,16
4,0,4,0.36,0.93,0.1045,5
4,0,5,0.36,0.93,0.0896,4
4,0,6,0.36,0.93,0.0896,4
4,0,7,0.36,1.0,0.0896,10
4,0,8,0.38,0.94,0.0896,55
4,0,9,0.38,0.94,0.1343,81
4,0,10,0.4,0.87,0.0,150
4,0,11,0.4,0.87,0.1343,202
4,0,12,0.42,0.88,0.1343,230
4,0,13,0.46,0.82,0.1045,263
4,0,14,0.5,0.72,0.19399999999999998,281
4,0,15,0.5,0.77,0.2239,297
4,0,16,0.52,0.72,0.1642,288
4,0,17,0.52,0.72,0.19399999999999998,236
4,0,18,0.5,0.77,0.19399999999999998,240
4,0,19,0.5,0.77,0.19399999999999998,131
4,0,20,0.46,0.82,0.1343,92
4,0,21,0.44,0.88,0.19399999999999998,95
4,0,22,0.44,0.94,0.2537,57
4,0,23,0.46,0.88,0.3582,32
4,1,0,0.48,0.88,0.3284,23
4,1,1,0.46,0.94,0.2836,4
4,1,2,0.46,0.94,0.2836,9
4,1,4,0.46,0.94,0.19399999999999998,1
4,1,5,0.46,0.94,0.19399999999999998,13
4,1,6,0.46,1.0,0.2239,61
4,1,7,0.5,0.88,0.2239,176
4,1,8,0.52,0.88,0.2836,314
4,1,9,0.56,0.83,0.2836,165
4,1,10,0.56,0.83,0.2985,96
4,1,11,0.6,0.73,0.2985,104
4,1,12,0.6,0.73,0.3284,134
4,1,13,0.64,0.69,0.4179,139
4,1,14,0.72,0.54,0.3582,145
4,1,15,0.74,0.48,0.5224,141
4,1,16,0.74,0.48,0.5224,235
4,1,17,0.74,0.48,0.5224,452
4,1,18,0.72,0.51,0.3881,383
4,1,19,0.72,0.51,0.4478,284
4,1,20,0.68,0.57,0.5224,166
4,1,21,0.66,0.61,0.2537,158
4,1,22,0.64,0.5,0.2836,91
4,1,23,0.58,0.6,0.0,54
4,2,0,0.62,0.5,0.1045,24
4,2,1,0.62,0.5,0.0896,13
4,2,2,0.6,0.53,0.1343,14
4,2,3,0.58,0.56,0.1343,1
4,2,4,0.56,0.64,0.1343,6
4,2,5,0.54,0.68,0.1343,16
4,2,6,0.54,0.68,0.2836,58
4,2,7,0.54,0.68,0.2239,189
4,2,8,0.48,0.88,0.3881,226
4,2,9,0.46,0.94,0.4925,54
4,2,10,0.5,0.82,0.4179,40
4,2,11,0.52,0.77,0.3582,49
4,2,12,0.56,0.64,0.4627,92
4,2,13,0.54,0.68,0.2836,106
4,2,14,0.5,0.82,0.2836,44
4,2,15,0.48,0.77,0.5224,78
4,2,16,0.48,0.77,0.3881,99
4,2,17,0.44,0.77,0.2239,291
4,2,18,0.44,0.77,0.2239,224
4,2,19,0.42,0.82,0.2836,130
4,2,20,0.42,0.82,0.2836,103
4,2,21,0.42,0.82,0.19399999999999998,84
4,2,22,0.4,0.94,0.2985,54
4,2,23,0.4,0.94,0.2537,39
4,3,0,0.4,1.0,0.2985,15
4,3,1,0.4,1.0,0.2985,1
4,3,2,0.4,1.0,0.2985,2
4,3,3,0.4,0.94,0.3284,2
4,3,4,0.4,0.94,0.3284,3
4,3,5,0.38,0.94,0.2537,5
4,3,6,0.38,0.94,0.2239,34
4,3,7,0.36,1.0,0.2239,70
4,3,8,0.38,0.94,0.19399999999999998,164
4,3,9,0.38,0.94,0.2239,65
4,3,10,0.4,0.87,0.19399999999999998,46
4,3,11,0.42,0.82,0.19399999999999998,61
4,3,12,0.42,0.82,0.2537,95
4,3,13,0.44,0.77,0.19399999999999998,61
4,3,14,0.42,0.77,0.2537,106
4,3,15,0.44,0.72,0.2836,81
4,3,16,0.46,0.67,0.2836,142
4,3,17,0.46,0.67,0.2985,309
4,3,18,0.44,0.62,0.3881,321
4,3,19,0.44,0.62,0.2537,175
4,3,20,0.44,0.62,0.2537,126
4,3,21,0.42,0.67,0.1642,117
4,3,22,0.42,0.67,0.19399999999999998,99
4,3,23,0.4,0.71,0.1343,62
4,4,0,0.38,0.76,0.1343,21
4,4,1,0.38,0.76,0.2239,10
4,4,2,0.36,0.76,0.1343,3
4,4,3,0.34,0.81,0.1343,2
4,4,4,0.34,0.76,0.0,9
4,4,5,0.34,0.76,0.0896,14
4,4,6,0.34,0.76,0.1045,70
4,4,7,0.38,0.66,0.0,193
4,4,8,0.42,0.58,0.1642,337
4,4,9,0.46,0.51,0.1343,170
4,4,10,0.5,0.51,0.19399999999999998,89
4,4,11,0.52,0.45,0.1642,115
4,4,12,0.54,0.42,0.1343,145
4,4,13,0.56,0.37,0.2239,159
4,4,14,0.56,0.35,0.0896,137
4,4,15,0.6,0.31,0.0896,142
4,4,16,0.6,0.26,0.1045,202
4,4,17,0.6,0.28,0.0,388
4,4,18,0.56,0.3,0.0,337
4,4,19,0.54,0.32,0.0,259
4,4,20,0.5,0.51,0.19399999999999998,169
4,4,21,0.46,0.63,0.1343,145
4,4,22,0.48,0.55,0.1045,104
4,4,23,0.46,0.59,0.1045,47
4,5,0,0.44,0.67,0.0,27
4,5,1,0.44,0.62,0.0,15
4,5,2,0.4,0.76,0.0,18
4,5,3,0.4,0.76,0.0,3
4,5,4,0.38,0.82,0.0896,3
4,5,5,0.36,0.81,0.1045,13
4,5,6,0.36,0.81,0.0896,47
4,5,7,0.4,0.71,0.1642,149
4,5,8,0.44,0.62,0.2985,300
4,5,9,0.5,0.55,0.19399999999999998,178
4,5,10,0.5,0.55,0.19399999999999998,122
4,5,11,0.52,0.55,0.19399999999999998,136
4,5,12,0.52,0.55,0.2836,200
4,5,13,0.54,0.52,0.2537,180
4,5,14,0.54,0.52,0.2537,163
4,5,15,0.54,0.52,0.4478,162
4,5,16,0.52,0.55,0.4925,243
4,5,17,0.5,0.63,0.3881,331
4,5,18,0.46,0.67,0.3881,263
4,5,19,0.42,0.77,0.3881,209
4,5,20,0.4,0.76,0.3284,118
4,5,21,0.4,0.76,0.2985,102
4,5,22,0.38,0.82,0.3881,80
4,5,23,0.36,0.81,0.19399999999999998,64
4,6,0,0.36,0.81,0.2239,43
4,6,1,0.36,0.87,0.2836,33
4,6,2,0.36,0.87,0.1343,24
4,6,3,0.36,0.87,0.1642,14
4,6,4,0.36,0.87,0.2239,5
4,6,5,0.38,0.87,0.2836,4
4,6,6,0.4,0.82,0.3284,10
4,6,7,0.4,0.82,0.4179,21
4,6,8,0.4,0.87,0.3582,45
4,6,9,0.4,1.0,0.2985,29
4,6,10,0.42,0.94,0.3881,22
4,6,11,0.42,0.94,0.4478,31
4,6,12,0.46,0.88,0.5821,32
4,6,13,0.46,0.94,0.5224,58
4,6,14,0.52,0.83,0.5821,63
4,6,15,0.52,0.83,0.5821,78
4,6,16,0.5,0.88,0.4627,33
4,6,17,0.5,0.88,0.5821,15
4,6,18,0.5,0.94,0.3881,38
4,6,19,0.52,0.94,0.4179,71
4,6,20,0.44,0.94,0.2239,53
4,6,21,0.44,0.94,0.0,14
4,6,22,0.42,1.0,0.0,24
4,6,23,0.44,0.77,0.2836,35
4,0,0,0.44,0.77,0.2836,33
4,0,1,0.42,0.67,0.2239,31
4,0,2,0.4,0.62,0.19399999999999998,29
4,0,3,0.4,0.66,0.1343,25
4,0,4,0.36,0.76,0.1045,7
4,0,5,0.36,0.71,0.1642,3
4,0,6,0.36,0.66,0.4478,8
4,0,7,0.36,0.5,0.3582,16
4,0,8,0.38,0.46,0.3881,43
4,0,9,0.4,0.43,0.2836,102
4,0,10,0.42,0.44,0.4478,211
4,0,11,0.46,0.41,0.4179,304
4,0,12,0.46,0.38,0.3881,354
4,0,13,0.5,0.34,0.3881,343
4,0,14,0.52,0.34,0.3881,361
4,0,15,0.54,0.32,0.5224,388
4,0,16,0.54,0.3,0.3582,343
4,0,17,0.56,0.3,0.4478,306
4,0,18,0.56,0.3,0.3881,277
4,0,19,0.56,0.3,0.2985,210
4,0,20,0.52,0.36,0.19399999999999998,141
4,0,21,0.5,0.42,0.19399999999999998,83
4,0,22,0.5,0.39,0.1045,70
4,0,23,0.44,0.67,0.1642,56
4,1,0,0.46,0.47,0.0896,39
4,1,1,0.46,0.47,0.1343,19
4,1,2,0.42,0.67,0.1045,16
4,1,3,0.42,0.62,0.1045,7
4,1,4,0.4,0.87,0.1642,6
4,1,5,0.4,0.76,0.0896,16
4,1,6,0.4,0.82,0.0,54
4,1,7,0.46,0.63,0.0,168
4,1,8,0.46,0.63,0.0,297
4,1,9,0.5,0.55,0.1045,169
4,1,10,0.52,0.55,0.1045,109
4,1,11,0.54,0.52,0.0896,123
4,1,12,0.56,0.49,0.0896,184
4,1,13,0.56,0.49,0.1642,169
4,1,14,0.58,0.49,0.19399999999999998,144
4,1,15,0.6,0.43,0.19399999999999998,176
4,1,16,0.6,0.46,0.2836,205
4,1,17,0.58,0.49,0.2836,428
4,1,18,0.64,0.31,0.3582,362
4,1,19,0.56,0.46,0.2537,286
4,1,20,0.6,0.33,0.2985,165
4,1,21,0.56,0.37,0.2836,151
4,1,22,0.52,0.55,0.2836,90
4,1,23,0.5,0.59,0.2537,46
4,2,0,0.5,0.55,0.2239,25
4,2,1,0.46,0.63,0.2239,7
4,2,2,0.46,0.67,0.2836,13
4,2,3,0.48,0.63,0.2239,3
4,2,4,0.46,0.67,0.0896,5
4,2,5,0.46,0.72,0.19399999999999998,18
4,2,6,0.48,0.67,0.0,65
4,2,7,0.52,0.55,0.0,188
4,2,8,0.5,0.68,0.1343,351
4,2,9,0.52,0.63,0.0896,162
4,2,10,0.5,0.72,0.2239,75
4,2,11,0.54,0.68,0.1642,72
4,2,12,0.54,0.64,0.0896,103
4,2,13,0.54,0.68,0.2239,129
4,2,14,0.54,0.64,0.19399999999999998,107
4,2,15,0.54,0.65,0.1642,127
4,2,16,0.56,0.52,0.2985,192
4,2,17,0.56,0.6,0.1045,411
4,2,18,0.54,0.64,0.1343,421
4,2,19,0.5,0.72,0.19399999999999998,276
4,2,20,0.5,0.72,0.2239,168
4,2,21,0.5,0.72,0.1343,122
4,2,22,0.48,0.77,0.0896,112
4,2,23,0.46,0.88,0.0896,52
4,3,0,0.44,0.88,0.1343,33
4,3,1,0.42,0.94,0.1642,7
4,3,2,0.42,0.94,0.1642,2
4,3,3,0.42,0.94,0.0,2
4,3,4,0.4,1.0,0.1045,9
4,3,5,0.4,0.94,0.19399999999999998,15
4,3,6,0.42,0.94,0.1642,64
4,3,7,0.44,0.94,0.0,237
4,3,8,0.62,0.69,0.4627,396
4,3,9,0.66,0.61,0.2836,197
4,3,10,0.62,0.69,0.0896,131
4,3,11,0.62,0.69,0.0896,118
4,3,12,0.7,0.48,0.3881,145
4,3,13,0.7,0.48,0.3881,177
4,3,14,0.74,0.4,0.4627,148
4,3,15,0.76,0.35,0.3582,145
4,3,16,0.76,0.35,0.3582,255
4,3,17,0.74,0.37,0.4179,432
4,3,18,0.74,0.3,0.3582,441
4,3,19,0.7,0.32,0.2537,383
4,3,20,0.68,0.32,0.1045,225
4,3,21,0.66,0.36,0.2836,172
4,3,22,0.62,0.41,0.2537,117
4,3,23,0.6,0.4,0.3284,93
4,4,0,0.56,0.43,0.3582,44
4,4,1,0.52,0.45,0.2239,26
4,4,2,0.5,0.42,0.3881,13
4,4,3,0.46,0.51,0.4627,7
4,4,4,0.44,0.54,0.4478,6
4,4,5,0.42,0.54,0.5522,14
4,4,6,0.4,0.58,0.5821,75
4,4,7,0.42,0.47,0.4627,198
4,4,8,0.4,0.5,0.4925,365
4,4,9,0.42,0.47,0.2836,196
4,4,10,0.42,0.44,0.3582,98
4,4,11,0.44,0.41,0.2836,133
4,4,12,0.46,0.38,0.1642,199
4,4,13,0.48,0.33,0.3284,177
4,4,14,0.5,0.34,0.3881,228
4,4,15,0.52,0.29,0.4179,235
4,4,16,0.52,0.27,0.3582,294
4,4,17,0.5,0.29,0.1642,481
4,4,18,0.5,0.25,0.2836,452
4,4,19,0.46,0.28,0.2836,324
4,4,20,0.44,0.3,0.1343,204
4,4,21,0.42,0.47,0.19399999999999998,184
4,4,22,0.42,0.38,0.0896,137
4,4,23,0.4,0.43,0.1045,99
4,5,0,0.36,0.62,0.19399999999999998,33
4,5,1,0.36,0.53,0.2537,24
4,5,2,0.36,0.53,0.2985,9
4,5,3,0.36,0.53,0.2985,2
4,5,4,0.34,0.53,0.2836,3
4,5,5,0.34,0.53,0.2239,16
4,5,6,0.34,0.53,0.2836,49
4,5,7,0.34,0.53,0.2836,180
4,5,8,0.34,0.53,0.2537,346
4,5,9,0.34,0.61,0.2985,195
4,5,10,0.36,0.62,0.19399999999999998,136
4,5,11,0.34,0.66,0.19399999999999998,106
4,5,12,0.34,0.76,0.1343,80
4,5,13,0.34,0.87,0.19399999999999998,40
4,5,14,0.34,0.87,0.2537,36
4,5,15,0.34,0.87,0.19399999999999998,75
4,5,16,0.34,0.87,0.1343,62
4,5,17,0.32,0.93,0.2239,69
4,5,18,0.32,0.93,0.2239,51
4,5,19,0.32,0.93,0.2239,55
4,5,20,0.32,0.87,0.2239,47
4,5,21,0.3,0.93,0.1642,28
4,5,22,0.3,1.0,0.1343,24
4,5,23,0.32,0.93,0.1045,17
4,6,0,0.32,1.0,0.19399999999999998,18
4,6,1,0.32,1.0,0.19399999999999998,16
4,6,2,0.32,1.0,0.1343,17
4,6,3,0.32,1.0,0.0896,4
4,6,4,0.34,1.0,0.0,5
4,6,5,0.34,1.0,0.0,7
4,6,6,0.34,1.0,0.1642,11
4,6,7,0.34,1.0,0.1642,19
4,6,8,0.36,1.0,0.2537,47
4,6,9,0.38,0.94,0.2985,68
4,6,10,0.42,0.88,0.2239,129
4,6,11,0.46,0.88,0.2239,232
4,6,12,0.52,0.83,0.4179,291
4,6,13,0.52,0.83,0.3881,312
4,6,14,0.58,0.78,0.3582,391
4,6,15,0.6,0.73,0.3881,397
4,6,16,0.6,0.73,0.2836,426
4,6,17,0.6,0.73,0.3284,383
4,6,18,0.58,0.78,0.19399999999999998,376
4,6,19,0.56,0.83,0.2836,283
4,6,20,0.54,0.88,0.2537,183
4,6,21,0.56,0.83,0.2836,135
4,6,22,0.58,0.78,0.2537,169
4,6,23,0.54,0.88,0.1642,117
4,0,0,0.52,0.83,0.2239,96
4,0,1,0.5,0.88,0.19399999999999998,54
4,0,2,0.5,0.88,0.19399999999999998,72
4,0,3,0.5,0.94,0.0896,24
4,0,4,0.5,0.94,0.0896,5
4,0,5,0.5,0.94,0.0896,12
4,0,6,0.5,1.0,0.0,13
4,0,7,0.5,1.0,0.0,27
4,0,8,0.52,0.94,0.2239,80
4,0,9,0.56,0.88,0.2537,177
4,0,10,0.6,0.78,0.1642,289
4,0,11,0.66,0.65,0.1343,317
4,0,12,0.68,0.65,0.2537,388
4,0,13,0.7,0.58,0.2836,441
4,0,14,0.7,0.54,0.3284,420
4,0,15,0.66,0.61,0.2537,369
4,0,16,0.74,0.48,0.3881,359
4,0,17,0.66,0.65,0.2985,331
4,0,18,0.64,0.69,0.1642,270
4,0,19,0.6,0.83,0.2836,194
4,0,20,0.6,0.83,0.2836,105
4,0,21,0.54,0.94,0.1642,61
4,0,22,0.54,1.0,0.1642,45
4,0,23,0.54,1.0,0.0896,42
4,1,0,0.52,1.0,0.0,12
4,1,1,0.54,1.0,0.0896,10
4,1,2,0.54,1.0,0.0896,10
4,1,3,0.5,1.0,0.1045,10
4,1,4,0.52,1.0,0.0,5
4,1,5,0.46,1.0,0.0,17
4,1,6,0.5,1.0,0.0,66
4,1,7,0.52,1.0,0.0896,196
4,1,8,0.56,0.88,0.1045,353
4,1,9,0.6,0.83,0.1343,174
4,1,10,0.64,0.73,0.2239,125
4,1,11,0.64,0.73,0.2239,147
4,1,12,0.66,0.74,0.2537,188
4,1,13,0.7,0.65,0.2239,203
4,1,14,0.72,0.54,0.2239,146
4,1,15,0.74,0.51,0.2239,175
4,1,16,0.7,0.54,0.3582,239
4,1,17,0.7,0.54,0.2985,521
4,1,18,0.68,0.57,0.3582,499
4,1,19,0.66,0.57,0.3284,382
4,1,20,0.66,0.61,0.2836,237
4,1,21,0.62,0.69,0.2537,190
4,1,22,0.6,0.73,0.2985,106
4,1,23,0.58,0.78,0.2836,62
4,2,0,0.62,0.69,0.2836,27
4,2,1,0.62,0.73,0.2836,21
4,2,2,0.56,0.83,0.3284,26
4,2,3,0.54,0.88,0.2836,21
4,2,4,0.56,0.83,0.2537,6
4,2,5,0.54,0.88,0.2537,16
4,2,6,0.56,0.88,0.2239,80
4,2,7,0.58,0.83,0.2985,270
4,2,8,0.58,0.83,0.2985,449
4,2,9,0.64,0.73,0.3582,199
4,2,10,0.66,0.69,0.3582,120
4,2,11,0.68,0.65,0.3881,172
4,2,12,0.7,0.61,0.4179,186
4,2,13,0.74,0.51,0.4478,176
4,2,14,0.72,0.58,0.3284,155
4,2,15,0.7,0.61,0.3582,153
4,2,16,0.7,0.58,0.3881,291
4,2,17,0.68,0.61,0.3582,521
4,2,18,0.68,0.65,0.4478,528
4,2,19,0.64,0.73,0.4179,328
4,2,20,0.64,0.73,0.3582,234
4,2,21,0.62,0.78,0.2836,195
4,2,22,0.6,0.83,0.19399999999999998,148
4,2,23,0.6,0.83,0.2239,78
4,3,0,0.6,0.83,0.2239,27
4,3,1,0.6,0.83,0.2537,17
4,3,2,0.58,0.88,0.2537,5
4,3,3,0.58,0.88,0.2836,7
4,3,4,0.56,0.94,0.2239,6
4,3,5,0.56,0.94,0.2537,17
4,3,6,0.56,0.94,0.2537,84
4,3,7,0.58,0.88,0.2836,246
4,3,8,0.58,0.88,0.3284,444
4,3,9,0.6,0.88,0.4179,181
4,3,10,0.62,0.83,0.2836,92
4,3,11,0.64,0.78,0.2836,156
4,3,12,0.66,0.78,0.3284,173
4,3,13,0.64,0.78,0.2985,150
4,3,14,0.68,0.74,0.2836,148
4,3,15,0.7,0.65,0.4925,138
4,3,16,0.7,0.7,0.3881,218
4,3,17,0.66,0.83,0.3881,521
4,3,18,0.66,0.83,0.3881,412
4,3,19,0.62,0.78,0.2836,260
4,3,20,0.64,0.83,0.3284,218
4,3,21,0.62,0.88,0.2836,145
4,3,22,0.62,0.88,0.3284,129
4,3,23,0.62,0.88,0.3582,78
4,4,0,0.64,0.78,0.3582,54
4,4,1,0.62,0.83,0.3881,20
4,4,2,0.62,0.83,0.4478,21
4,4,3,0.64,0.78,0.3881,3
4,4,4,0.62,0.83,0.4179,9
4,4,5,0.62,0.83,0.3881,13
4,4,6,0.64,0.78,0.4627,86
4,4,7,0.64,0.78,0.4478,215
4,4,8,0.66,0.78,0.4478,398
4,4,9,0.62,0.88,0.3284,183
4,4,10,0.62,0.88,0.2836,54
4,4,11,0.62,0.83,0.2836,84
4,4,12,0.62,0.78,0.2537,107
4,4,13,0.62,0.83,0.2985,121
4,4,14,0.62,0.83,0.2985,142
4,4,15,0.66,0.69,0.3284,163
4,4,16,0.62,0.78,0.2537,270
4,4,17,0.64,0.47,0.3582,455
4,4,18,0.64,0.47,0.3582,530
4,4,19,0.62,0.43,0.2985,404
4,4,20,0.58,0.43,0.2239,269
4,4,21,0.56,0.46,0.1343,194
4,4,22,0.54,0.45,0.1642,153
4,4,23,0.54,0.39,0.0896,110
4,5,0,0.52,0.39,0.2836,48
4,5,1,0.5,0.45,0.0896,31
4,5,2,0.46,0.63,0.1045,10
4,5,3,0.46,0.59,0.0896,5
4,5,4,0.46,0.51,0.1343,6
4,5,5,0.46,0.47,0.1343,25
4,5,6,0.5,0.45,0.2836,71
4,5,7,0.52,0.42,0.19399999999999998,240
4,5,8,0.54,0.39,0.2985,421
4,5,9,0.54,0.39,0.3284,230
4,5,10,0.56,0.4,0.2836,156
4,5,11,0.6,0.38,0.2239,157
4,5,12,0.56,0.37,0.2836,223
4,5,13,0.56,0.37,0.2985,308
4,5,14,0.6,0.35,0.3284,248
4,5,15,0.56,0.4,0.2985,252
4,5,16,0.54,0.42,0.3582,299
4,5,17,0.52,0.45,0.3881,508
4,5,18,0.52,0.48,0.3582,439
4,5,19,0.46,0.55,0.3284,270
4,5,20,0.48,0.48,0.2239,194
4,5,21,0.46,0.51,0.19399999999999998,195
